verb,pronoun ana,ana,latinana,nahno,latinnahno,anta,latinanta,anti,latinanti,antom,latinantom,howa,latinhowa,hiya,latinhiya,hom,latinhom,pronoun nahno,ana1,latinana1,nahno1,latinnahno1,anta1,latinanta1,anti1,latinanti1,antom1,latinantom1,howa1,latinhowa1,hiya1,latinhiya1,hom1,latinhom1,pronoun anta,ana2,latinana2,nahno2,latinnahno2,anta2,latinanta2,anti2,latinanti2,antom2,latinantom2,howa2,latinhowa2,hiya2,latinhiya2,hom2,latinhom2,pronoun antom,ana3,latinana3,nahno3,latinnahno3,anta3,latinanta3,anti3,latinanti3,antom3,latinantom3,howa3,latinhowa3,hiya3,latinhiya3,hom3,latinhom3,pronoun howa,ana4,latinana4,nahno4,latinnahno4,anta4,latinanta4,anti4,latinanti4,antom4,latinantom4,howa4,latinhowa4,hiya4,latinhiya4,hom4,latinhom4,pronoun hiya,ana5,latinana5,nahno5,latinnahno5,anta5,latinanta5,anti5,latinanti5,antom5,latinantom5,howa5,latinhowa5,hiya5,latinhiya5,hom5,latinhom5,pronoun hom,ana6,latinana6,nahno6,latinnahno6,anta6,latinanta6,anti6,latinanti6,antom6,latinantom6,howa6,latinhowa6,hiya6,latinhiya6,hom6,latinhom6
ضرب,(أنــا) في محل رفع فاعل,مع كل الضمائر ماعدا  أنــا و نحن,dd/dd/dd,مع كل الضمائر ماعدا  أنــا و نحن,dd/dd/dd,أوثـيـغـاشـك/تـشـاثـيـغـاشـك/أشـوثـغ ,achothagh/tchathighachk/othighachk,أوثـيـغاشـم/تشاثـيغـاشـم/أشـمـوثـغ ,achmothgh/tchathighachm/otighachm,أوثـيـغـاكـم/تـشـاثـيغـاكـم/أكـمـوثـغ,akmothgh/tchathighakm/othighakm,أوثـيـغـيـث/تـشـاثـيـغـيـث/أهوثغ,ahothagh/tchathighith/othighith,أوثـيـغـيـت/تـشاثـيـغـيـت/أتـوثـغ,atothagh/tchathighit/othighit,أوثـيـغـيـهـن/تـشـاثـيـغـيـهـن/أنـوثـغ,enothagh/tchathighihn/othighihn,(نـحـن) في محل رفع فاعل,مع كل الضمائر ماعدا  أنا و نحن,dd/dd/dd,"مع كل الضمائر ماعدا  ""أنا و نحن""",dd/dd/dd,نـوثـاشـك/نـتـشـاثـاشـك/أشـنـوث,achenoth/netchathachk/nothachk,نـوثـاشـم/نـتـشـاثـاشـم/أشـمـنـوث,achemnoth/netchathachm/nothachm,نـوثـاكـم/نـتـشـاثـاكـم/أكـمـنـوث,akemnoth/netchathakom/nothakom,نـوثـيـث/نـتـشـاثـيـث/أهـنـوث,ahenoth/netchathith/nothith,نـوثـيـت/نـتـشـاثـيـت/أتـنـوث,atenoth/netchathit/nothit,نـوثـيـهـن/نـتـشـاثـيـهـن/أنـوثـيـهـن,anothihn/netchathihn/nothihn,(أنـت) في محل رفع فاعل,أوثـيـذايـا/تـشـاثـيـذايـا/أتـوثـذ,etothedh/tchathidhaya/othidhaya,أوثـيـذانـغ/تـشـاثـيـذانـغ/أنـتـوثـذ,antothadh/tchathidhangh/othidhangh,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,أوثـيـذيـث/تـشـاثـيـذيـث/أتـوثـت,atothet/tchathidhit/othidhit,أوثـيـذيـت/تـشـاثـيـذيـت/أتـوثـت,atotht/tchathidhit/othidhit,أوثـيـذيـهـن/تـشـاثـيـذيـهـن/أتـوثـيـذيـهـن,atothidhihn/tchathidhihn/othidhihn,(أنـتـم) في محل رفع فاعل,أوثيمايا/تشاثـيـمـايـا/أتـوثـم,atothm/tchathimaya/othimaya,أوثـيـمـانـغ/تـشـاثـيـمـانـغ/أنـتـوثـم,anetothm/tchathimangh/othimangh,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,"مع كل الضمائر ماعدا  ""أنت و أنتي و أنتم""",dd/dd/dd,أوثـيـمـيـث/تـشـاثـيـمـيـث/أتـوثـيـمـيـث,atothimith/tchathimith/othimith,أوثـيـمـيـت/تـشـاثـيـمـيـت/أتـوثـيـمـيـت ,atothimit/tchathimit/othimit,أوثـيـمـيـهـن/تـشـاثـيـمـيـهـن/أتـوثـيـمـيـهـن,atothimihn/tchathimihn/othimihn,(هـو) في محل رفع فاعل,يـوثـايـا/يـتـشاثـايـا/أيـوث,eyoth/yetchathaya/yothaya,يـوثـانـغ/يـتـشـاثـانـغ/أنـيـوث,enyoth/yetchathangh/yothangh,يـوثـاشـك/يـتـشـاثـاشـك/أشـيـوث,echyoth/yetchathachk/yothachk,يـوثـاشـم/يـتـشـاثـاشـم/أشـمـيـوث ,achemyoth/yetchathachm/yothachm,يـوثـاكـم/يـتـشـاثـاكـم/أكـمـيـوث,akemyoth/yetchathakom/yothakom,يـوثـيـث/يـتـشـاثـيـث/أهـيـوث,ahyoth/yetchathith/yothith,يـوثـيـت/يـتـشـاثـيـت/أتـيـوث,atyoth/yetchathit/yothit,يـوثـيـهـن/يـتـشـاثـيـهـن/أنـيـوث,enyoth/yetchathihn/yothihn,(هــي) في محل رفع فاعل,أوثـايـا/تـشـاثـايـا/أيـتـوث,aytoth/tchathaya/othaya,أوثـانـغ/تـشـاثـانـغ/أنـتـوث,antoth/tchathangh/othangh,أوثـاشـك/تـشـاثـاشـك/أشـتـوث,achtoth/tchathachk/othachk,أوثـاشـم/تـشـاثـاشـم/أشـمـتـوث,achmetoth/tchathachm/othachm,أوثـاكـم/تـشـاثـاكـم/أكـمـتـوث,akemtoth/tchathakom/othakom,أوثـيـث/تـشـاثـيـث/أتـوثـيـث,atothith/tchathith/othith,أوثـيـت/تـشـاثـيـت/أتـوثـيـت,atothit/tchathit/othit,أوثـيـهـن/تـشـاثـيـهـن/أهـنـتـوث,ahentoth/tchathihn/othihn,(هـم) في محل رفع فاعل,أوثـيـنـايـا/تـشـاثـيـنـايـا/أيـوثـن,ayothn/tchathinaya/othinaya,أوثـيـنـانـغ/تـشـاثـيـنـانـغ/أنـوثـن,anothn/tchathinangh/othinangh,أوثـيـنـاشـك/تـشـاثـيـنـاشـك/أشـوثـن,achothn/tchathinachk/othinachk,أوثـيـنـاشـم/تـشـاثـيـناشـم/أشـمـوثـن,achmothn/tchathinachm/othinachm,أوثـيـنـاكـم/تـشـاثـيـنـاكـم/أكـمـوثـن,akmothn/tchathinakom/othinakom,أوثـيـنـيـث/تـشـاثـيـنـيـث/أهـوثـن,ahothn/tchathinith/othinith,أوثـيـنـيـت/تـشـاثـيـنـيـت/أتـوثـن,atothn/tchathinit/othinit,أوثـيـنـيـهـن/تـشـاثـيـنـيـهـن/أهـنـوثـن,ahnothn/tchathinihn/othinihn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
